Municipi;Municipi forma indexada;Cap de municipi;Cap de municipi indexada;Codi municipi;Codi municipi INE;Comarca;Codi comarca;Abreviatura comarca;Província;Codi província;UTM X;UTM Y;Longitud;Latitud
Ripollet;Ripollet;Ripollet;Ripollet;081803;08180;Vallès Occidental;40;VOC;Barcelona;08;429477;4594287;2.155081583;41.497105194
Rubí;Rubí;Rubí;Rubí;081846;08184;Vallès Occidental;40;VOC;Barcelona;08;419127;4593863;2.031153605;41.49230826
Sabadell;Sabadell;Sabadell;Sabadell;081878;08187;Vallès Occidental;40;VOC;Barcelona;08;425627;4599779;2.108276488;41.546220016
Sant Cugat del Vallès;Sant Cugat del Vallès;Sant Cugat del Vallès;Sant Cugat del Vallès;082055;08205;Vallès Occidental;40;VOC;Barcelona;08;423591;4591427;2.084930177;41.470805245
Sant Llorenç Savall;Sant Llorenç Savall;Sant Llorenç Savall;Sant Llorenç Savall;082233;08223;Vallès Occidental;40;VOC;Barcelona;08;421620;4614535;2.058309974;41.678725406
Sant Quirze del Vallès;Sant Quirze del Vallès;Sant Quirze del Vallès;Sant Quirze del Vallès;082384;08238;Vallès Occidental;40;VOC;Barcelona;08;423319;4598347;2.080789249;41.533103673
Santa Perpètua de Mogoda;Santa Perpètua de Mogoda;Santa Perpètua de Mogoda;Santa Perpètua de Mogoda;082606;08260;Vallès Occidental;40;VOC;Barcelona;08;431861;4598463;2.183170164;41.534919247
Sentmenat;Sentmenat;Sentmenat;Sentmenat;082671;08267;Vallès Occidental;40;VOC;Barcelona;08;427961;4606689;2.135427871;41.608664926
Terrassa;Terrassa;Terrassa;Terrassa;082798;08279;Vallès Occidental;40;VOC;Barcelona;08;417480;4601777;2.010333414;41.563415465
Ullastrell;Ullastrell;Ullastrell;Ullastrell;082900;08290;Vallès Occidental;40;VOC;Barcelona;08;413222;4597969;1.959821989;41.528665678
Vacarisses;Vacarisses;Vacarisses;Vacarisses;082917;08291;Vallès Occidental;40;VOC;Barcelona;08;409834;4606734;1.917909239;41.607228344
Viladecavalls;Viladecavalls;Viladecavalls;Viladecavalls;083008;08300;Vallès Occidental;40;VOC;Barcelona;08;412753;4600883;1.953783969;41.554858631
Bigues i Riells del Fai;Bigues i Riells del Fai;Bigues;Bigues;080235;08023;Vallès Oriental;41;VOR;Barcelona;08;435236;4614239;2.221915789;41.677289414
Caldes de Montbui;Caldes de Montbui;Caldes de Montbui;Caldes de Montbui;080333;08033;Vallès Oriental;41;VOR;Barcelona;08;430280;4609530;2.162930303;41.634459496
Campins;Campins;Campins;Campins;080399;08039;Vallès Oriental;41;VOR;Barcelona;08;455371;4619344;2.463430993;41.724643513
Canovelles;Canovelles;Canovelles;Canovelles;080410;08041;Vallès Oriental;41;VOR;Barcelona;08;439784;4608043;2.277179111;41.621838569
Cardedeu;Cardedeu;Cardedeu;Cardedeu;080462;08046;Vallès Oriental;41;VOR;Barcelona;08;446361;4609844;2.355953108;41.638528198
les Franqueses del Vallès;Franqueses del Vallès, les;Corró d'Avall;Corró d'Avall;080863;08086;Vallès Oriental;41;VOR;Barcelona;08;441488;4609632;2.297473315;41.636277818
Cànoves i Samalús;Cànoves i Samalús;Cànoves;Cànoves;080425;08042;Vallès Oriental;41;VOR;Barcelona;08;446284;4615978;2.354483393;41.693772868
Figaró-Montmany;Figaró-Montmany;Figaró;Figaró;081347;08134;Vallès Oriental;41;VOR;Barcelona;08;439545;4619148;2.27318706;41.721837996
Granollers;Granollers;Granollers;Granollers;080961;08096;Vallès Oriental;41;VOR;Barcelona;08;440636;4606495;2.287549966;41.607956446
Gualba;Gualba;Gualba;Gualba;080977;08097;Vallès Oriental;41;VOR;Barcelona;08;458575;4620091;2.501889753;41.731551614
Llinars del Vallès;Llinars del Vallès;Llinars del Vallès;Llinars del Vallès;081069;08106;Vallès Oriental;41;VOR;Barcelona;08;450401;4609866;2.404456817;41.638986049
Lliçà d'Amunt;Lliçà d'Amunt;Lliçà d'Amunt;Lliçà d'Amunt;081075;08107;Vallès Oriental;41;VOR;Barcelona;08;436511;4606878;2.238010433;41.611092413
Lliçà de Vall;Lliçà de Vall;Lliçà de Vall;Lliçà de Vall;081081;08108;Vallès Oriental;41;VOR;Barcelona;08;436615;4604091;2.239555897;41.585998279
Martorelles;Martorelles;Martorelles;Martorelles;081154;08115;Vallès Oriental;41;VOR;Barcelona;08;436865;4597374;2.243262968;41.525524772
Mollet del Vallès;Mollet del Vallès;Mollet del Vallès;Mollet del Vallès;081249;08124;Vallès Oriental;41;VOR;Barcelona;08;434188;4598598;2.211045913;41.536328945
Montmeló;Montmeló;Montmeló;Montmeló;081350;08135;Vallès Oriental;41;VOR;Barcelona;08;437291;4600263;2.248068696;41.551577302
Montornès del Vallès;Montornès del Vallès;Montornès del Vallès;Montornès del Vallès;081363;08136;Vallès Oriental;41;VOR;Barcelona;08;438798;4599509;2.266212986;41.544901315
Montseny;Montseny;Montseny;Montseny;081379;08137;Vallès Oriental;41;VOR;Barcelona;08;449699;4623213;2.394910036;41.759158173
Fogars de Montclús;Fogars de Montclús;Mosqueroles;Mosqueroles;080811;08081;Vallès Oriental;41;VOR;Barcelona;08;453689;4619718;2.443172895;41.727920226
Parets del Vallès;Parets del Vallès;Parets del Vallès;Parets del Vallès;081593;08159;Vallès Oriental;41;VOR;Barcelona;08;436170;4602658;2.234374942;41.573058332
Sant Antoni de Vilamajor;Sant Antoni de Vilamajor;Sant Antoni de Vilamajor;Sant Antoni de Vilamajor;081982;08198;Vallès Oriental;41;VOR;Barcelona;08;450158;4613703;2.401225232;41.673531138
Sant Celoni;Sant Celoni;Sant Celoni;Sant Celoni;082021;08202;Vallès Oriental;41;VOR;Barcelona;08;457726;4615480;2.492009735;41.689974816
Sant Esteve de Palautordera;Sant Esteve de Palautordera;Sant Esteve de Palautordera;Sant Esteve de Palautordera;082074;08207;Vallès Oriental;41;VOR;Barcelona;08;453142;4616905;2.436820784;41.702551289
Sant Feliu de Codines;Sant Feliu de Codines;Sant Feliu de Codines;Sant Feliu de Codines;082107;08210;Vallès Oriental;41;VOR;Barcelona;08;430435;4615567;2.164079984;41.688844816
Sant Fost de Campsentelles;Sant Fost de Campsentelles;Sant Fost de Campsentelles;Sant Fost de Campsentelles;082093;08209;Vallès Oriental;41;VOR;Barcelona;08;435969;4596635;2.232602775;41.518797542
Sant Pere de Vilamajor;Sant Pere de Vilamajor;Sant Pere de Vilamajor;Sant Pere de Vilamajor;082346;08234;Vallès Oriental;41;VOR;Barcelona;08;449097;4614889;2.388373648;41.684148422
Santa Eulàlia de Ronçana;Santa Eulàlia de Ronçana;Santa Eulàlia de Ronçana;Santa Eulàlia de Ronçana;082482;08248;Vallès Oriental;41;VOR;Barcelona;08;435846;4611480;2.22953985;41.65248899
Santa Maria de Martorelles;Santa Maria de Martorelles;Santa Maria de Martorelles;Santa Maria de Martorelles;082567;08256;Vallès Oriental;41;VOR;Barcelona;08;437694;4596711;2.253260234;41.519617357
Santa Maria de Palautordera;Santa Maria de Palautordera;Santa Maria de Palautordera;Santa Maria de Palautordera;082592;08259;Vallès Oriental;41;VOR;Barcelona;08;453890;4615866;2.445887832;41.693237536
Tagamanent;Tagamanent;Tagamanent;Tagamanent;082763;08276;Vallès Oriental;41;VOR;Barcelona;08;439056;4620906;2.267121372;41.737632503
Vallgorguina;Vallgorguina;Vallgorguina;Vallgorguina;082943;08294;Vallès Oriental;41;VOR;Barcelona;08;459242;4610746;2.510551073;41.647412544
Vallromanes;Vallromanes;Vallromanes;Vallromanes;082969;08296;Vallès Oriental;41;VOR;Barcelona;08;441432;4598006;2.297940997;41.531562767
Vilalba Sasserra;Vilalba Sasserra;Vilalba Sasserra;Vilalba Sasserra;083067;08306;Vallès Oriental;41;VOR;Barcelona;08;453461;4611371;2.441078141;41.652725296
Vilanova del Vallès;Vilanova del Vallès;Vilanova del Vallès;Vilanova del Vallès;089024;08902;Vallès Oriental;41;VOR;Barcelona;08;440720;4600523;2.289150335;41.554177288
l'Ametlla del Vallès;Ametlla del Vallès, l';l'Ametlla del Vallès;Ametlla del Vallès, l';080057;08005;Vallès Oriental;41;VOR;Barcelona;08;438340;4613769;2.259255578;41.673301252
la Garriga;Garriga, la;la Garriga;Garriga, la;080885;08088;Vallès Oriental;41;VOR;Barcelona;08;440553;4615069;2.285700594;41.685175167
la Llagosta;Llagosta, la;la Llagosta;Llagosta, la;081056;08105;Vallès Oriental;41;VOR;Barcelona;08;432656;4596013;2.192966992;41.512916645
la Roca del Vallès;Roca del Vallès, la;la Roca del Vallès;Roca del Vallès, la;081810;08181;Vallès Oriental;41;VOR;Barcelona;08;443797;4604191;2.325707417;41.587437049
Calders;Calders;Calders;Calders;080348;08034;Moianès;42;MOI;Barcelona;08;416234;4626883;1.9918776;41.789382427
Castellcir;Castellcir;Castellcir;Castellcir;080556;08055;Moianès;42;MOI;Barcelona;08;429318;4623528;2.14971647;41.760438651
Castellterçol;Castellterçol;Castellterçol;Castellterçol;080641;08064;Moianès;42;MOI;Barcelona;08;426882;4622558;2.120534702;41.751482766
Collsuspina;Collsuspina;Collsuspina;Collsuspina;080706;08070;Moianès;42;MOI;Barcelona;08;431507;4630742;2.175212812;41.825605156
Granera;Granera;Granera;Granera;080958;08095;Moianès;42;MOI;Barcelona;08;421540;4619723;2.056667057;41.725440927
Moià;Moià;Moià;Moià;081385;08138;Moianès;42;MOI;Barcelona;08;425009;4629414;2.097144427;41.813056066
Monistrol de Calders;Monistrol de Calders;Monistrol de Calders;Monistrol de Calders;081287;08128;Moianès;42;MOI;Barcelona;08;418024;4623583;2.013870057;41.759848006
Sant Quirze Safaja;Sant Quirze Safaja;Sant Quirze Safaja;Sant Quirze Safaja;082397;08239;Moianès;42;MOI;Barcelona;08;429722;4619921;2.155008262;41.727989409
Santa Maria d'Oló;Santa Maria d'Oló;Santa Maria d'Oló;Santa Maria d'Oló;082589;08258;Moianès;42;MOI;Barcelona;08;419973;4636216;2.035604967;41.873819518
l'Estany;Estany, l';l'Estany;Estany, l';080790;08079;Moianès;42;MOI;Barcelona;08;426333;4635610;2.112307789;41.868979464
Alpens;Alpens;Alpens;Alpens;080044;08004;Lluçanès;43;LLU;Barcelona;08;425708;4663415;2.101272672;42.119320911
Olost;Olost;Olost;Olost;081496;08149;Lluçanès;43;LLU;Barcelona;08;425109;4648620;2.095915035;41.986027278
Oristà;Oristà;Oristà;Oristà;081516;08151;Lluçanès;43;LLU;Barcelona;08;422130;4642680;2.060736976;41.932247732
Perafita;Perafita;Perafita;Perafita;081607;08160;Lluçanès;43;LLU;Barcelona;08;426076;4654854;2.10679646;42.042262095
Prats de Lluçanès;Prats de Lluçanès;Prats de Lluçanès;Prats de Lluçanès;081712;08171;Lluçanès;43;LLU;Barcelona;08;419641;4651228;2.029558026;42.008974653
Sant Martí d'Albars;Sant Martí d'Albars;Sant Martí d'Albars;Sant Martí d'Albars;082251;08225;Lluçanès;43;LLU;Barcelona;08;423334;4653330;2.073872971;42.028267164
Lluçà;Lluçà;Santa Eulàlia de Puig-oriol;Santa Eulàlia de Puig-oriol;081094;08109;Lluçanès;43;LLU;Barcelona;08;423269;4657776;2.072504134;42.068304343
Sobremunt;Sobremunt;Sobremunt;Sobremunt;082711;08271;Lluçanès;43;LLU;Barcelona;08;431048;4654113;2.166952101;42.036038964
